question	answer
 Quem é contribuinte na hipótese de desapropriação do imóvel rural por pessoa jurídica de direito privado  delegatária ou concessionária de serviço público?  	 Na hipótese de desapropriação do imóvel rural po r pessoa jurídica de direito privado delegatária ou  concessionária de serviço público, é contribuinte:   I - o expropriado, em relação aos fatos geradores ocorridos até a data da perda da posse ou da  propriedade; e   II - o expropriante, em relação aos fatos geradores ocorridos a partir da perda da posse ou da propriedade.   O expropriado perde a posse ou a propriedade quando o juiz determina a imissão prévia na posse ou  quando ocorre a transferência ou incorporação do imóvel rural ao patrimônio do expropr iante.   Desse modo, a apresentação da declaração e a apuração e pagamento do imposto devido devem ser  efetuados pela pessoa física ou jurídica que, em relação ao respectivo fato gerador, seja contribuinte do  ITR.  (CTN, art. 121, parágrafo único , inciso I ; IN SRF n º 256, de 2002, art. 4 º, § 3 º)     DESAPROPRIAÇÃO   POR PESSOA JURÍDICA DE DIREITO PÚBLICO  
 Quem é contribuinte na hipótese de desapropriação do imóvel rural por pessoa jurídica de direito público?  	 Na hipótese de desapropriação do imóvel rural por pessoa jurídica de direito público é contribuinte o  expropriado, em relação aos fatos geradores o corridos até a data da perda da posse ou da propriedade.   Como o patrimônio da pessoa jurídica de direito público é imune, não há incidência do ITR a partir do  momento em que esta se investe na posse ou se torna proprietária do imóvel. A pessoa imune não re veste  a condição de contribuinte do imposto, estando, entretanto, obrigada ao cumprimento de obrigações  acessórias.   O expropriado perde a posse ou a propriedade quando o juiz determina a imissão prévia na posse ou  quando ocorre a transferência ou incorpora ção do imóvel rural ao patrimônio do expropriante.   Deve -se observar que o expropriado é contribuinte do ITR em relação aos fatos geradores ocorridos até a  data da perda da posse ou da propriedade, estando obrigado, em relação a estes, a apresentar declaraç ão  e a apurar e pagar o imposto devido.   (CTN, art. 121, parágrafo único , inciso I ; IN SRF n º 256, de 2002, art. 5 º, inciso I I) 
 O arrendatário, o comodatário e o pa rceiro são contribuintes do ITR?  	 Não. A relação jurídica estabelecida pelos contratos de arrendamento, de comodato ou de parceria é de  natureza obrigacional. Em decorrência des ses contratos há a entrega do imóvel sem a intenção de  transferir a posse plena;  é cedido, temporariamente, apenas o exercício parcial do uso e da fruição (posse  limitada).   Somente a posse plena, sem subordinação (posse com animus domini ), é fato gerador do ITR. Assim,  como não têm a posse plena, vale dizer, não têm a posse com animus domini , o arrendatário, o  comodatário e o parceiro não são contribuintes do ITR.   (IN SRF n º 256, de 2002, art. 4 º, § 4 º) 
 Quem é contribuinte em caso de imóvel rural dado em fideico misso?  	 Em caso de fideicomisso o contribuinte do ITR é o fiduciário. O fiduciário é proprietário do imóvel sob  condição resolutiva, ao passo que o fideicomissário o é sob condição suspensiva. Portanto, enquanto não  houver o implemento da condição suspensiv a o fiduciário é o contribuinte do ITR.   O fideicomisso pode ser constituído somente por testamento. No fideicomisso há, necessariamente, a  participação de três pessoas: o fideicomitente (autor da liberalidade), o fiduciário ou gravado (pessoa que  sucede em  primeiro lugar e que é responsável por transmitir o bem ao fideicomissário no implemento de  determinada causa) e o fideicomissário (pessoa à qual, por último, se transmite a herança ou o legado).   (CC, arts. 1.951 e 1.953)      RESPONSÁVEL   QUEM PODE SER RESPONSÁVEL  
 Quem pode ser responsável pelo crédito tributário do ITR?  	 Podem ser pessoalmente responsáveis pelo crédito tributário do ITR, o adquirente ou remitente, o sucessor  a qualquer título ou o cônjuge meeiro e o espólio , exceto nos casos de:   I - aquisição de área total ou parcial de imóvel rural pelo poder público, inclusive pelas autarquias e  fundações instituídas e mantidas por este, e pelas entidades privadas imunes;   II - desapropriação de área total  ou parcial de imóvel rural por necessidade ou utilidade pública ou interesse  social, inclusive para fins de reforma agrária, seja ela promovida pelo poder público ou por pessoa jurídica  de direito privado delegatária ou concessionária de serviço público;   III - créditos tributários relativos a imóvel rural cuja área tenha sido adquirida parcialmente por outro  contribuinte, sem que conste do título prova de quitação do ITR, salvo na hipótese de ocorrência de fraude  ou simulação com a finalidade de sonegar o tributo;   IV - créditos tributários relativos a fatos geradores anteriores à alienação de imóvel rural, de cujo título  conste prova de quitação do ITR, identificados posteriormente pela Secretaria Especial da Receita Federal  do Brasil; e   V - créditos tributários relativos a imóvel rural adquirido por arrematante em hasta pública, desde que  referentes a fatos geradores anteriores à ocorrência desta, ainda que o valor arrecadado na arrematação  seja insuficiente para quitar o valor integral dos d ébitos .  Todavia, na hipótese de alienação do imóvel rural, não se configura a responsabilidade tributária do  adquirente quando este for o Poder Público, incluídas suas autarquias e fundações, ou entidade privada  imune do ITR, bem como dos demais adquirentes quando conste do título aquisitivo a prova de quitação  do crédito tributário até então existente.   Registre -se, ainda, que não há responsabilidade tributária para o expropriante de imóvel rural, seja a  desapropriação promovida pelo Poder Público , seja por pessoa jurídica de direito privado delegatária ou  concessionária de serviço público. Isso se deve ao fato de não ocorrer sucessão dominial na  desapropriação, uma vez que ela consubstancia forma originária de aquisição da propriedade.   Atenção:   A responsabilidade tributária do sucessor abrange, além dos tributos devidos pelo sucedido, as  multas moratórias ou punitivas, desde que o fato gerador destas tenha ocorrido até a data da  sucessão, independentemente de o crédito correspondente ser formalizad o, por meio de lançamento  de ofício, antes ou depois do evento sucessório .    [CTN, arts. 128 a 133; Lei n º 9.393, de 1996, art. 5 º; RITR/2002, art. 6 º; IN SRF n º 256, de 2002, art.  5º; Súmula Vinculante Carf n º 113 (Aprovada pela Portaria ME n º 129, de 1 º de abril de 2019 )] 
 A quem compete a apresentação do Diac nos casos de “terras devolutas” e de imóveis objeto de  abandono?  	 Segundo a Procuradoria -Geral da Fazenda Nacional (PGFN), em razão dos princípios da eficiência e da  boa administração, a Secretaria Especial da Receit a Federal do Brasil deve ser municiada com dados  cadastrais que espelhem a situação fundiária des sas áreas, para fins de atualização e manutenção do  Cafir, durante o prazo de três anos a que se refere o art. 1.276 da Lei n º 10.406, de 10 de janeiro de 2002   - Código Civil, bem assim, após tal período, quando o imóvel for incorporado ao patrimônio público.      A RFB pode obter as informações de todos os imóveis expropriados pelo Incra, no Sistema Nacional de  Cadastro Rural (S NCR), não existindo assim a compulsori edade da obrigação tributária acessória por  parte do Incra, ou seja, de apresentar a Declaração do Imposto sobre a Propriedade Territorial Rural  (DITR).   Atenção:   Caso o imóvel rural objeto de abandono não seja arrecadado pela União , nem se encontre na poss e  de outrem, a obrigação de apresentar a Declaração do Imposto sobre a Propriedade Territorial Rural  (DITR) continua sendo do proprietário que o abandonou.     Sobre o Cafir, consulte a IN RFB n º 2.008, de 2021.     (Parecer PGFN/CAT n º 2.475/2008; Parecer PGFN/CAT n º 996/2011 ; PGFN/CAT n º 394/2012 ) 
 Qual a extensão da responsabilidade do sucessor?  	 A responsabilidade de terceiro, por sucessão do contribuinte, tanto pode ocorrer quanto às dívidas  tributárias preexistentes, quanto às que vierem a ser lançadas ou apuradas posteriormente à sucessão,  desde que o fato gerador haja ocorrido até a data dessa sucessão. Os créditos tributários relativos ao ITR  sub-rogam -se na pessoa do adquirente, salvo quando conste do título a prova de sua quitação.   (CTN, arts. 129 e 130; IN SRF n º 256, de 2002, art. 5 º.) 
 A quem compete a apres entação do Diac no caso de imóveis objeto de renúncia de propriedade?  	 Depois d o registro em cartório do ato de renúncia , o imóvel rural fica sem dono conhecido, por isso  o  primeiro que tiver a sua posse  poderá adquiri -lo por usucapião, desde que cumpridos os requisitos legais.  Nesse sentido, vale observar o seguinte:   a) havendo possuidor, este terá a obrigação de apresentar  a Declaração do Imposto sobre a Propriedade  Territorial Rural (DITR). Vale ressal tar que tal situação pode, inclusive, evidenciar que o ex -proprietário  ficou de posse do imóvel renunciado, com o intuito de eximir -se de obrigações tributárias impostas.   b) se a União estiver com a posse do imóvel renunciado, segundo a Procuradoria -Geral da Fazenda  Nacional (PGFN), em razão dos princípios da eficiência e da boa administração, cabe à Secretaria do  Patrimônio da União (SPU) municiar a Secretaria Especial da Receita Federal do Brasil com dados  cadastrais que espelhem a situação fundiária des sas áreas, para fins de atualização e manutenção do  Cadastro de Imóveis Rurais (Cafir).     Atenção:   O renunciante permanecerá na condição de contribuinte do ITR, quanto aos fatos geradores  ocorridos anteriormente ao registro do ato de renúncia , uma vez que, n ão tendo o imóvel sido objeto  de aquisição, não se opera a sub -rogação  prevista no art. 130, caput , da Lei n º 5.172, de 25 de  outubro de 1966 - Código Tributário Nacional (CTN).        Sobre o Cafir, consulte a IN RFB n º 2.008, de 2021.     (Parecer PGFN/CAT n º 2.475/2008; Parecer PGFN/CAT n º 996/2011 ; PGFN/CAT n º 394/2012 ) 
 Em relação a fatos geradores do ITR ocorridos anteriormente à aquisição do imóvel rural, o adquire nte  responde pelo débito tributário existente?  	 Sim, o adquirente responde pelo débito tributário existente. O crédito tributário, relativo a fato gerador  ocorrido até a data da alienação do imóvel, sub -roga-se na pessoa do respectivo adquirente, salvo quan do  conste do título de aquisição a prova de sua quitação.   Não obstante, não se aplica o instituto da sub -rogação à aquisição de imóvel rural pelo Poder Público,  pelas suas autarquias e fundações, e pelas entidades privadas imunes do imposto, bem como em re lação  ao imóvel desapropriado por necessidade ou utilidade pública, ou por interesse social, inclusive para  reforma agrária, seja a desapropriação promovida pelo Poder Público, seja por pessoa jurídica de direito  privado delegatária ou concessionária de se rviço público. Nesses casos, responde pelo pagamento do  imposto o desapropriado ou o alienante, em relação aos fatos geradores ocorridos até a data da perda da  posse ou até a data da transferência da titularidade.   (CTN, arts. 128 a 130; IN SRF n º 256, de 2 002, art. 5 º.) 
 Por que não se aplica o instituto da sub -rogação do imposto na desapropriação de imóvel rural?  	 Não ocorre a sub -rogação do imposto na pessoa do expropriante porque a desapropriação é modo  originário de aquisição da propriedade.   Forma originária de aquisição da propriedade é aquela que nasce de uma relação direta entre o sujeito e  a coisa; é causa autônoma, bastante para gerar o título constitutivo da propriedade por força própria.  Portanto, diz -se originária a forma de aquisição quando a causa que atribui a propriedade a alguém não  se vincula a nenhum título anterior. É o que ocorre na desapropriação, em que a transferência forçada do  imóvel para o patrimônio do expropriante independe de qualquer vínculo com o título anterior de  propriedade.   Portanto, na expropriação é incabível falar em responsabilidade do sucessor, uma vez que não existe a  figura do sucessor; o expropriante é considerado proprietário originário. Assim, por ficção legal, considera - se que o imóvel nunca teve dono.  
 Por que inexiste sub -rogação do imposto na pessoa do adquirente do imóvel, na venda de imóvel rural  para pessoa jurídica de direito público interno ou de direito privado imune?  	 A propriedade de imóvel rural por pessoa jurídica de direito público ou pessoa jurídica de direito privado  imune não constitui fato gerador do ITR, por expressa disposição constitucional. Como o Fisco não pode  cobrar imposto relativo aos bens que integram o  patrimônio da pessoa jurídica imune, esta não pode  assumir o ônus tributário de bens de terceiros, restando, assim, inaplicável o instituto da sub -rogação do  crédito tributário na pessoa do adquirente imune. Cabe, portanto, ao alienante o pagamento do ITR  relativo  aos fatos geradores ocorridos até a data da alienação do imóvel à pessoa jurídica imune.      IMÓVEL RURAL PERTENCENTE A ESPÓLIO  
